"contract","payment_method","tenure_months","monthly_charges","total_charges","churn_value","churn_score","cltv"
"Month-to-month","Electronic check",1,"74.35","74.35",0,80,"4237"
"Month-to-month","Electronic check",23,"54.15","1312.45",0,80,"2496"
"Month-to-month","Bank transfer (automatic)",8,"19.45","159.2",0,20,"4119"
"Month-to-month","Mailed check",19,"34.95","610.2",0,79,"3422"
"Month-to-month","Electronic check",7,"53.65","404.35",0,51,"4389"
"One year","Electronic check",61,"104.0","6363.45",0,22,"4344"
"Two year","Credit card (automatic)",57,"70.35","4124.65",0,32,"5779"
"One year","Mailed check",15,"64.85","950.75",0,51,"4442"
"Month-to-month","Mailed check",1,"19.65","19.65",0,73,"4639"
"Month-to-month","Bank transfer (automatic)",12,"45.9","505.95",0,60,"5790"
"Two year","Mailed check",54,"20.0","1149.65",0,41,"6094"
"Month-to-month","Electronic check",4,"44.8","169.65",0,63,"2114"
"One year","Mailed check",20,"20.35","393.15",0,57,"4390"
"Month-to-month","Mailed check",26,"45.8","1147.0",0,45,"3287"
"One year","Bank transfer (automatic)",53,"108.95","5718.2",0,36,"4163"
"Two year","Credit card (automatic)",68,"64.35","4539.6",0,40,"4146"
"Two year","Credit card (automatic)",72,"90.8","6397.6",0,46,"5028"
"One year","Credit card (automatic)",12,"24.95","280.4",0,71,"4443"
"Two year","Bank transfer (automatic)",68,"84.7","5711.05",0,41,"5520"
"One year","Credit card (automatic)",50,"70.8","3478.15",0,34,"4798"
"Month-to-month","Electronic check",41,"104.4","4133.95",0,61,"4477"
"Month-to-month","Electronic check",30,"101.5","2917.65",0,73,"4828"
"Month-to-month","Electronic check",1,"54.3","54.3",0,78,"3259"
"Month-to-month","Electronic check",29,"103.95","2964.8",0,58,"3733"
"Two year","Credit card (automatic)",23,"91.1","2198.3",0,71,"5991"
"Two year","Mailed check",60,"19.95","1189.9",0,74,"5316"
"Two year","Credit card (automatic)",72,"26.45","1914.5",0,55,"5534"
"Two year","Bank transfer (automatic)",72,"75.1","5336.35",0,55,"6284"
"One year","Bank transfer (automatic)",66,"108.1","7238.6",0,20,"4722"
"Two year","Electronic check",72,"110.15","7998.8",0,70,"5065"
"One year","Electronic check",51,"111.5","5703.25",0,47,"4363"
"One year","Electronic check",70,"106.5","7397.0",0,41,"6319"
"One year","Electronic check",9,"19.9","164.6",0,31,"3643"
"Two year","Mailed check",59,"111.1","6555.2",0,76,"4952"
"Month-to-month","Mailed check",3,"70.7","225.65",0,56,"2584"
"Month-to-month","Electronic check",38,"24.85","955.75",0,33,"3511"
"Month-to-month","Bank transfer (automatic)",37,"91.2","3382.3",0,44,"5135"
"Two year","Bank transfer (automatic)",37,"65.6","2313.8",0,27,"3183"
"Month-to-month","Bank transfer (automatic)",14,"59.45","780.85",0,26,"5723"
"Two year","Credit card (automatic)",72,"109.95","7852.4",0,59,"6258"
"Two year","Credit card (automatic)",72,"38.5","2763.0",0,58,"4710"
"Month-to-month","Electronic check",17,"92.55","1614.7",0,23,"3689"
"Month-to-month","Mailed check",10,"24.5","270.15",0,78,"5594"
"One year","Mailed check",0,"19.7","1397.475",0,69,"4890"
"Month-to-month","Mailed check",1,"20.6","20.6",0,52,"5370"
"One year","Credit card (automatic)",29,"58.0","1734.5",0,63,"2810"
"One year","Electronic check",65,"107.45","7047.5",0,32,"6211"
"Month-to-month","Bank transfer (automatic)",8,"65.5","573.15",0,38,"3033"
"Two year","Bank transfer (automatic)",61,"25.45","1538.6",0,41,"6015"
"One year","Bank transfer (automatic)",45,"100.15","4459.8",0,21,"2636"
"One year","Credit card (automatic)",72,"104.45","7459.0",0,29,"4750"
"Month-to-month","Electronic check",12,"21.15","306.05",0,40,"5209"
"Month-to-month","Electronic check",7,"96.2","639.7",0,38,"4329"
"Month-to-month","Mailed check",9,"44.4","348.15",0,31,"5457"
"Two year","Bank transfer (automatic)",58,"94.35","5563.65",0,49,"4777"
"Month-to-month","Mailed check",2,"20.3","40.25",0,38,"5113"
"One year","Bank transfer (automatic)",40,"105.75","4228.55",0,41,"4078"
"Month-to-month","Electronic check",9,"81.15","784.45",0,68,"4544"
"One year","Electronic check",41,"89.55","3729.75",0,66,"5549"
"Month-to-month","Credit card (automatic)",26,"54.75","1406.9",0,23,"4020"
"One year","Credit card (automatic)",33,"53.75","1857.3",0,49,"3160"
"One year","Credit card (automatic)",68,"105.75","7322.5",0,39,"4437"
"Two year","Credit card (automatic)",65,"105.85","6725.5",0,80,"4872"
"One year","Electronic check",55,"64.2","3627.3",0,40,"5151"
"One year","Credit card (automatic)",19,"87.7","1725.95",0,78,"4446"
"Month-to-month","Credit card (automatic)",45,"89.3","4192.15",0,32,"5470"
"Two year","Credit card (automatic)",70,"20.15","1411.2",0,67,"5219"
"Two year","Electronic check",12,"20.05","264.55",0,74,"5453"
"Two year","Credit card (automatic)",72,"67.2","4671.7",0,25,"5592"
"Month-to-month","Electronic check",12,"94.55","1173.55",0,25,"5674"
"Month-to-month","Electronic check",71,"107.5","7713.55",0,64,"5775"
"One year","Electronic check",35,"73.0","2471.25",0,59,"2715"
"Two year","Credit card (automatic)",70,"114.75","7842.3",0,72,"5035"
"Month-to-month","Electronic check",31,"76.05","2227.8",0,63,"2421"
"Month-to-month","Mailed check",30,"77.9","2351.45",0,49,"2009"
"Month-to-month","Electronic check",33,"90.65","2989.6",0,44,"4460"
"Two year","Electronic check",54,"110.45","6077.75",0,77,"4425"
"One year","Bank transfer (automatic)",59,"68.7","4070.95",0,29,"4244"
"Month-to-month","Electronic check",55,"44.85","2479.05",0,49,"5829"
"One year","Credit card (automatic)",69,"29.8","2134.3",0,43,"5681"
"One year","Bank transfer (automatic)",66,"88.9","6000.1",0,27,"5868"
"One year","Mailed check",37,"58.75","2203.1",0,31,"3483"
"One year","Credit card (automatic)",9,"19.85","183.15",0,59,"5601"
"Two year","Bank transfer (automatic)",69,"86.9","6194.1",0,49,"4667"
"Month-to-month","Mailed check",10,"59.65","638.95",0,20,"2385"
"Month-to-month","Credit card (automatic)",13,"66.4","831.75",0,43,"3660"
"Two year","Bank transfer (automatic)",69,"20.15","1337.5",0,23,"4554"
"One year","Credit card (automatic)",66,"108.1","7181.95",0,35,"5360"
"One year","Mailed check",46,"56.9","2560.1",0,44,"4258"
"Month-to-month","Mailed check",56,"109.6","5953.0",0,67,"5012"
"Two year","Credit card (automatic)",70,"25.15","1790.15",0,39,"5114"
"One year","Electronic check",33,"79.15","2531.4",0,73,"3555"
"Two year","Credit card (automatic)",72,"66.75","4760.3",0,65,"6063"
"Month-to-month","Mailed check",19,"48.8","953.65",0,74,"3749"
"Two year","Credit card (automatic)",71,"80.7","5705.05",0,24,"5617"
"Month-to-month","Credit card (automatic)",1,"20.55","20.55",0,28,"4801"
"One year","Mailed check",61,"115.1","6993.65",0,53,"4785"
"Two year","Bank transfer (automatic)",71,"59.7","4122.65",0,63,"6420"
"One year","Credit card (automatic)",68,"86.45","5762.95",0,39,"4480"
"One year","Credit card (automatic)",46,"33.7","1537.85",0,22,"3007"
"One year","Bank transfer (automatic)",33,"80.1","2603.3",0,54,"3957"
"Two year","Bank transfer (automatic)",53,"104.05","5566.4",0,43,"4190"
"Month-to-month","Bank transfer (automatic)",50,"108.75","5431.9",0,54,"5211"
"One year","Credit card (automatic)",57,"41.1","2258.25",0,41,"5281"
"Two year","Bank transfer (automatic)",54,"20.35","1092.35",0,79,"5646"
"Month-to-month","Electronic check",60,"105.9","6401.25",0,40,"5084"
"Month-to-month","Electronic check",10,"65.5","616.9",0,44,"3137"
"Month-to-month","Electronic check",43,"40.45","1912.85",0,72,"3176"
"Month-to-month","Bank transfer (automatic)",13,"70.45","849.1",0,53,"5225"
"Two year","Electronic check",43,"78.8","3460.3",0,24,"3972"
"Month-to-month","Electronic check",1,"90.1","90.1",0,47,"4142"
"Two year","Credit card (automatic)",69,"82.45","5555.3",0,80,"4631"
"Two year","Credit card (automatic)",61,"20.25","1278.8",0,55,"5974"
"Month-to-month","Bank transfer (automatic)",43,"66.25","2907.35",0,29,"2168"
"Month-to-month","Mailed check",56,"89.7","4952.95",0,49,"5955"
"Two year","Bank transfer (automatic)",70,"64.55","4504.9",0,30,"4858"
"One year","Electronic check",49,"93.65","4520.15",0,65,"5542"
"Two year","Mailed check",32,"73.6","2316.85",0,42,"4343"
"Two year","Mailed check",72,"109.75","8075.35",0,34,"6010"
"Two year","Credit card (automatic)",37,"61.45","2302.35",0,77,"5447"
"One year","Credit card (automatic)",69,"106.4","7251.9",0,26,"4328"
"Month-to-month","Bank transfer (automatic)",26,"81.9","2078.55",0,55,"3350"
"One year","Credit card (automatic)",58,"105.2","6225.4",0,59,"4605"
"One year","Bank transfer (automatic)",24,"54.6","1242.25",0,51,"3398"
"One year","Electronic check",5,"20.55","99.45",0,54,"3629"
"Two year","Mailed check",30,"19.7","599.25",0,38,"5045"
"One year","Credit card (automatic)",55,"66.05","3462.1",0,68,"5501"
"Two year","Credit card (automatic)",44,"54.05","2375.2",0,68,"4896"
"One year","Mailed check",47,"58.9","2813.05",0,40,"5774"
"One year","Mailed check",64,"96.9","6314.35",0,55,"5369"
"Month-to-month","Mailed check",1,"19.1","19.1",0,30,"2091"
"Month-to-month","Mailed check",20,"50.0","1003.05",0,46,"5741"
"Two year","Electronic check",37,"45.4","1593.1",0,33,"4051"
"Month-to-month","Electronic check",30,"85.45","2509.95",0,21,"3409"
"One year","Bank transfer (automatic)",38,"84.1","3187.65",0,78,"2604"
"Two year","Credit card (automatic)",52,"66.25","3330.1",0,23,"4275"
"Two year","Credit card (automatic)",71,"76.9","5522.7",0,26,"4633"
"Two year","Credit card (automatic)",66,"74.6","4798.4",0,78,"4838"
"Two year","Credit card (automatic)",72,"116.95","8594.4",0,78,"5949"
"One year","Credit card (automatic)",25,"40.65","970.55",0,29,"5079"
"Two year","Bank transfer (automatic)",69,"114.35","7665.8",0,51,"6082"
"Two year","Bank transfer (automatic)",53,"69.7","3686.05",0,22,"4975"
"Month-to-month","Electronic check",26,"98.65","2537.0",0,62,"4191"
"Month-to-month","Mailed check",21,"61.65","1393.6",0,63,"2926"
"Month-to-month","Electronic check",1,"89.35","89.35",0,38,"2432"
"Month-to-month","Electronic check",48,"95.4","4445.3",0,33,"4334"
"One year","Credit card (automatic)",26,"35.4","978.6",0,29,"2519"
"Two year","Mailed check",60,"19.95","1258.15",0,72,"5971"
"Month-to-month","Mailed check",18,"19.25","331.35",0,22,"4769"
"One year","Mailed check",4,"20.4","84.75",0,24,"5602"
"Two year","Credit card (automatic)",65,"24.75","1715.1",0,39,"6263"
"Two year","Mailed check",70,"25.35","1715.15",0,69,"6059"
"Two year","Bank transfer (automatic)",62,"20.0","1250.1",0,37,"4402"
"Two year","Electronic check",66,"59.75","3996.8",0,80,"5979"
"Two year","Bank transfer (automatic)",65,"82.5","5215.1",0,26,"5314"
"Month-to-month","Mailed check",34,"20.35","673.2",0,68,"2864"
"Month-to-month","Bank transfer (automatic)",16,"90.8","1442.2",0,66,"5560"
"Month-to-month","Electronic check",50,"104.95","5222.35",0,39,"5570"
"Two year","Electronic check",71,"105.25","7291.75",0,31,"6319"
"One year","Mailed check",18,"23.75","424.5",0,70,"3076"
"Month-to-month","Electronic check",4,"61.3","249.4",0,58,"5281"
"Two year","Mailed check",58,"75.8","4415.75",0,62,"4292"
"One year","Electronic check",56,"98.0","5270.6",0,25,"4615"
"One year","Mailed check",56,"52.0","2884.9",0,55,"5845"
"Month-to-month","Mailed check",4,"64.4","253.0",0,61,"3334"
"Month-to-month","Credit card (automatic)",10,"45.8","436.2",0,80,"5586"
"Month-to-month","Electronic check",4,"30.5","118.4",0,29,"3030"
"Month-to-month","Mailed check",51,"69.15","3649.6",0,55,"5187"
"One year","Mailed check",6,"49.25","255.6",0,52,"2979"
"Two year","Bank transfer (automatic)",63,"39.35","2395.05",0,24,"5374"
"Month-to-month","Credit card (automatic)",48,"105.1","5083.55",0,42,"3109"
"One year","Credit card (automatic)",35,"20.1","644.5",0,72,"3726"
"Month-to-month","Mailed check",2,"19.75","39.3",0,67,"4064"
"One year","Bank transfer (automatic)",50,"19.75","989.05",0,71,"4934"
"Month-to-month","Bank transfer (automatic)",33,"70.4","2406.1",0,29,"4860"
"Two year","Mailed check",31,"20.45","638.55",0,35,"2598"
"Two year","Mailed check",9,"20.35","191.1",0,70,"5352"
"Month-to-month","Electronic check",54,"86.2","4524.05",0,45,"6275"
"One year","Credit card (automatic)",46,"95.65","4664.2",0,54,"4727"
"One year","Electronic check",34,"103.8","3470.8",0,78,"5382"
"Two year","Electronic check",71,"97.2","6910.3",0,43,"4603"
"Two year","Mailed check",63,"63.55","4014.2",0,48,"5733"
"Two year","Bank transfer (automatic)",51,"24.95","1288.0",0,77,"5458"
"Two year","Bank transfer (automatic)",64,"99.0","6375.8",0,68,"5483"
"One year","Bank transfer (automatic)",61,"85.55","5251.75",0,62,"4845"
"Month-to-month","Credit card (automatic)",15,"94.0","1505.45",0,77,"4521"
"Month-to-month","Electronic check",18,"50.3","913.3",0,65,"5877"
"One year","Electronic check",57,"95.0","5535.8",0,70,"6245"
"Two year","Bank transfer (automatic)",14,"61.4","815.55",0,22,"3186"
"Month-to-month","Credit card (automatic)",18,"80.55","1411.65",0,27,"5137"
"Two year","Bank transfer (automatic)",72,"78.5","5602.25",0,69,"6072"
"Two year","Credit card (automatic)",70,"114.3","8244.3",0,24,"4280"
"Two year","Mailed check",38,"20.05","741.5",0,62,"2295"
"Two year","Credit card (automatic)",68,"62.65","4375.8",0,59,"5215"
"Two year","Credit card (automatic)",65,"92.7","5968.4",0,64,"5205"
"Month-to-month","Electronic check",30,"100.45","3096.9",0,32,"3936"
"Two year","Bank transfer (automatic)",51,"75.2","3901.25",0,59,"4708"
"Month-to-month","Credit card (automatic)",31,"84.75","2613.4",0,35,"3727"
"Two year","Bank transfer (automatic)",72,"79.5","5661.7",0,78,"4390"
"One year","Electronic check",37,"19.8","695.05",0,31,"5987"
"One year","Mailed check",55,"100.9","5552.05",0,22,"5101"
"Month-to-month","Bank transfer (automatic)",33,"95.3","3275.15",0,38,"3087"
"One year","Bank transfer (automatic)",46,"90.95","4236.6",0,38,"5187"
"Month-to-month","Electronic check",1,"54.5","54.5",0,54,"4359"
"Month-to-month","Bank transfer (automatic)",19,"49.6","962.9",0,27,"5735"
"Two year","Credit card (automatic)",61,"25.0","1498.35",0,54,"4673"
"Month-to-month","Electronic check",26,"45.45","1233.15",0,68,"5451"
"Month-to-month","Bank transfer (automatic)",45,"107.75","4882.8",0,27,"3301"
"Two year","Credit card (automatic)",62,"89.1","5411.65",0,68,"5995"
"Month-to-month","Mailed check",3,"44.75","148.05",0,20,"3422"
"One year","Bank transfer (automatic)",41,"101.6","3930.55",0,52,"3275"
"Two year","Bank transfer (automatic)",67,"103.15","6895.5",0,40,"4376"
"One year","Mailed check",71,"95.65","6856.95",0,65,"5856"
"One year","Bank transfer (automatic)",37,"75.1","2658.8",0,64,"4131"
"Two year","Mailed check",60,"61.35","3766.2",0,79,"6174"
"Month-to-month","Credit card (automatic)",6,"19.7","129.55",0,74,"5387"
"Month-to-month","Bank transfer (automatic)",11,"51.0","581.7",0,49,"5777"
"Month-to-month","Electronic check",10,"88.85","929.45",0,54,"4531"
"Two year","Credit card (automatic)",34,"20.05","679.0",0,29,"2236"
"Two year","Mailed check",62,"65.1","3846.75",0,47,"5172"
"One year","Mailed check",64,"70.15","4480.7",0,49,"5037"
"Two year","Mailed check",25,"20.75","499.4",0,74,"5161"
"One year","Mailed check",26,"56.05","1553.2",0,46,"3079"
"One year","Bank transfer (automatic)",10,"19.95","219.5",0,48,"3044"
"One year","Mailed check",53,"98.6","5311.85",0,20,"4635"
"Month-to-month","Credit card (automatic)",33,"79.0","2576.8",0,21,"4396"
"Two year","Credit card (automatic)",71,"89.45","6435.25",0,72,"6004"
"Month-to-month","Electronic check",29,"74.2","1993.25",0,55,"3982"
"Month-to-month","Bank transfer (automatic)",24,"81.0","1923.85",0,50,"3019"
"Month-to-month","Electronic check",20,"49.6","939.8",0,68,"3235"
"Month-to-month","Electronic check",1,"84.6","84.6",0,46,"2196"
"Two year","Bank transfer (automatic)",72,"84.2","5986.55",0,69,"5598"
"Two year","Electronic check",52,"106.3","5487.0",0,36,"4969"
"Month-to-month","Electronic check",9,"69.05","651.5",0,50,"5121"
"Month-to-month","Mailed check",1,"45.4","45.4",0,50,"4916"
"Two year","Electronic check",69,"99.35","6856.45",0,73,"4637"
"Month-to-month","Mailed check",1,"50.75","50.75",0,80,"2250"
"Two year","Bank transfer (automatic)",54,"87.1","4735.2",0,44,"5418"
"One year","Mailed check",33,"20.15","682.15",0,57,"5759"
"One year","Bank transfer (automatic)",45,"98.7","4525.8",0,66,"2535"
"Month-to-month","Electronic check",11,"25.2","321.05",0,57,"5916"
"Month-to-month","Bank transfer (automatic)",6,"55.7","335.65",0,45,"2482"
"Month-to-month","Bank transfer (automatic)",21,"65.35","1424.4",0,45,"2887"
"Two year","Bank transfer (automatic)",65,"25.3","1748.55",0,51,"4533"
"Two year","Mailed check",43,"24.25","1077.95",0,51,"4432"
"Two year","Bank transfer (automatic)",60,"60.5","3694.45",0,43,"6026"
"Month-to-month","Credit card (automatic)",17,"25.1","382.8",0,33,"4580"
"One year","Bank transfer (automatic)",35,"20.05","746.75",0,49,"3942"
"One year","Credit card (automatic)",12,"30.25","368.85",0,64,"5988"
"Month-to-month","Mailed check",1,"20.2","20.2",0,42,"4496"
"One year","Electronic check",28,"59.9","1654.7",0,69,"4131"
"Two year","Bank transfer (automatic)",70,"25.15","1940.85",0,30,"4279"
"Month-to-month","Credit card (automatic)",18,"101.3","1794.65",0,80,"5948"
"Two year","Credit card (automatic)",70,"76.95","5289.8",0,47,"6280"
"Month-to-month","Mailed check",9,"55.3","501.2",0,80,"4291"
"Two year","Bank transfer (automatic)",67,"92.45","6140.85",0,80,"5857"
"Month-to-month","Bank transfer (automatic)",1,"48.45","48.45",0,27,"5838"
"Two year","Mailed check",18,"19.35","309.25",0,36,"2269"
"One year","Bank transfer (automatic)",71,"86.7","6179.35",0,44,"4485"
"Month-to-month","Mailed check",1,"55.7","55.7",0,36,"5664"
"One year","Credit card (automatic)",55,"84.25","4589.85",0,30,"5735"
"Month-to-month","Electronic check",59,"64.65","3735.45",0,38,"5687"
"Month-to-month","Bank transfer (automatic)",7,"69.2","477.55",0,73,"2551"
"Two year","Bank transfer (automatic)",45,"54.65","2553.7",0,39,"5083"
"One year","Bank transfer (automatic)",54,"24.75","1342.15",0,70,"6466"
"One year","Mailed check",51,"23.95","1216.35",0,26,"5895"
"One year","Credit card (automatic)",72,"105.0","7578.05",0,56,"6423"
"One year","Bank transfer (automatic)",44,"59.85","2603.95",0,35,"5981"
"Month-to-month","Mailed check",2,"20.05","42.7",0,58,"4394"
"One year","Bank transfer (automatic)",66,"92.15","6056.9",0,77,"4928"
"One year","Mailed check",68,"44.8","2983.65",0,68,"4112"
"Two year","Credit card (automatic)",31,"20.9","689.35",0,46,"5581"
"Month-to-month","Bank transfer (automatic)",21,"95.4","2025.1",0,47,"5691"
"Month-to-month","Electronic check",21,"80.35","1747.2",0,62,"4579"
"Two year","Bank transfer (automatic)",55,"85.1","4657.95",0,67,"5661"
"Two year","Bank transfer (automatic)",71,"115.05","8016.6",0,53,"4438"
"One year","Mailed check",22,"19.95","433.5",0,61,"2233"
"Two year","Bank transfer (automatic)",67,"86.15","5883.85",0,31,"5037"
"Month-to-month","Electronic check",14,"78.85","1043.8",0,44,"5327"
"Month-to-month","Bank transfer (automatic)",21,"86.55","1857.25",0,67,"5318"
"Month-to-month","Mailed check",4,"42.4","146.4",0,74,"4282"
"Two year","Bank transfer (automatic)",70,"24.25","1724.15",0,75,"4118"
"One year","Bank transfer (automatic)",21,"20.5","429.55",0,62,"5766"
"Month-to-month","Credit card (automatic)",20,"19.6","356.15",0,27,"5909"
"One year","Bank transfer (automatic)",22,"20.25","488.25",0,51,"3339"
"Two year","Mailed check",63,"20.6","1298.7",0,23,"6469"
"Two year","Bank transfer (automatic)",70,"19.8","1378.75",0,22,"5169"
"Month-to-month","Electronic check",5,"80.2","384.25",0,46,"3391"
"Two year","Credit card (automatic)",72,"116.4","8543.25",0,74,"6491"
"Month-to-month","Electronic check",13,"31.65","389.95",0,49,"4959"
"Month-to-month","Credit card (automatic)",61,"94.15","5731.85",0,70,"4806"
"Month-to-month","Electronic check",1,"20.65","20.65",0,56,"2729"
"Month-to-month","Bank transfer (automatic)",56,"76.85","4275.75",0,66,"6035"
"Month-to-month","Mailed check",4,"20.15","84.5",0,75,"5535"
"Two year","Mailed check",35,"55.25","1924.1",0,24,"5498"
"Two year","Bank transfer (automatic)",72,"82.15","5784.3",0,70,"4552"
"One year","Bank transfer (automatic)",49,"103.0","5166.2",0,75,"5023"
"Month-to-month","Credit card (automatic)",44,"95.1","4060.55",0,20,"2221"
"Month-to-month","Electronic check",37,"95.15","3532.85",0,22,"3407"
"One year","Electronic check",61,"79.8","4914.8",0,24,"6432"
"Two year","Credit card (automatic)",70,"74.8","5315.8",0,60,"6447"
"Month-to-month","Electronic check",41,"20.45","775.6",0,80,"2839"
"One year","Bank transfer (automatic)",70,"78.35","5445.95",0,42,"4422"
"One year","Electronic check",51,"19.1","1007.8",0,78,"4120"
"Two year","Mailed check",42,"20.0","833.55",0,46,"3413"
"One year","Bank transfer (automatic)",48,"19.95","1004.5",0,44,"4254"
"Two year","Credit card (automatic)",48,"24.0","1183.05",0,66,"3948"
"One year","Mailed check",27,"19.15","501.35",0,38,"5606"
"One year","Bank transfer (automatic)",46,"91.3","4126.35",0,43,"3191"
"Month-to-month","Mailed check",25,"19.15","477.6",0,57,"3829"
"Two year","Mailed check",13,"19.75","265.75",0,41,"2016"
"One year","Credit card (automatic)",31,"75.5","2424.45",0,61,"5611"
"Month-to-month","Electronic check",23,"83.75","1849.95",0,78,"3585"
"Month-to-month","Mailed check",2,"19.4","61.05",0,63,"5816"
"Two year","Bank transfer (automatic)",65,"26.5","1698.55",0,46,"4404"
"One year","Credit card (automatic)",55,"19.15","998.1",0,29,"5390"
"One year","Mailed check",35,"40.9","1383.6",0,78,"5691"
"Two year","Mailed check",6,"80.25","493.4",0,26,"2706"
"Month-to-month","Electronic check",17,"70.8","1207.0",0,56,"5420"
"Month-to-month","Mailed check",10,"60.2","563.5",0,52,"5318"
"One year","Credit card (automatic)",15,"55.2","864.55",0,73,"3608"
"One year","Bank transfer (automatic)",13,"54.15","701.05",0,43,"4977"
"Month-to-month","Bank transfer (automatic)",58,"100.4","5749.8",0,64,"4005"
"One year","Credit card (automatic)",45,"62.55","2796.45",0,80,"2935"
"Two year","Bank transfer (automatic)",72,"70.45","5165.7",0,48,"4463"
"One year","Bank transfer (automatic)",68,"85.5","5696.6",0,48,"4380"
"Month-to-month","Electronic check",38,"54.5","2076.05",0,23,"5499"
"Month-to-month","Mailed check",2,"20.75","44.2",0,79,"3976"
"Month-to-month","Mailed check",11,"20.35","215.25",0,46,"5597"
"One year","Bank transfer (automatic)",20,"91.0","1859.5",0,57,"3748"
"Two year","Bank transfer (automatic)",72,"104.8","7470.1",0,21,"4165"
"Month-to-month","Electronic check",40,"51.1","2092.9",0,67,"3355"
"Month-to-month","Bank transfer (automatic)",62,"89.8","5629.55",0,67,"4981"
"Month-to-month","Electronic check",22,"20.55","469.85",0,44,"3169"
"Month-to-month","Bank transfer (automatic)",11,"64.05","733.95",0,24,"4171"
"Month-to-month","Electronic check",7,"74.85","485.25",0,44,"2259"
"Month-to-month","Mailed check",3,"25.0","78.25",0,70,"2730"
"Two year","Credit card (automatic)",58,"20.3","1131.5",0,20,"4335"
"Month-to-month","Mailed check",6,"26.35","184.05",0,22,"2189"
"Month-to-month","Mailed check",22,"54.7","1178.75",0,53,"5722"
"One year","Credit card (automatic)",64,"90.25","5629.15",0,53,"4799"
"Month-to-month","Mailed check",6,"20.65","109.3",0,79,"3266"
"One year","Bank transfer (automatic)",39,"25.45","958.45",0,53,"5986"
"One year","Mailed check",20,"19.5","403.15",0,59,"4700"
"One year","Credit card (automatic)",64,"66.15","4392.5",0,25,"4703"
"Month-to-month","Credit card (automatic)",46,"69.1","3168.0",0,53,"2333"
"One year","Electronic check",28,"39.1","1096.6",0,59,"2305"
"Month-to-month","Mailed check",33,"20.05","669.45",0,22,"5759"
"One year","Electronic check",39,"59.8","2343.85",0,58,"3093"
"Month-to-month","Electronic check",1,"48.6","48.6",0,24,"3704"
"Two year","Credit card (automatic)",70,"105.35","7511.9",0,34,"5866"
"Two year","Bank transfer (automatic)",65,"25.1","1725.0",0,46,"5449"
"Month-to-month","Electronic check",1,"49.75","49.75",0,79,"2908"
"Month-to-month","Electronic check",18,"94.75","1691.9",0,40,"4477"
"Month-to-month","Electronic check",24,"93.0","2248.05",0,29,"5886"
"Two year","Bank transfer (automatic)",63,"71.9","4479.2",0,38,"5816"
"One year","Mailed check",44,"77.55","3471.1",0,43,"5044"
"Month-to-month","Electronic check",4,"19.85","63.0",0,71,"5918"
"Month-to-month","Electronic check",37,"95.25","3314.15",0,29,"2969"
"Month-to-month","Bank transfer (automatic)",34,"25.05","852.7",0,29,"3800"
"One year","Credit card (automatic)",35,"53.15","1930.9",0,43,"5638"
"Month-to-month","Electronic check",4,"20.15","91.4",0,26,"2198"
"Month-to-month","Electronic check",39,"101.25","3949.15",0,77,"3172"
"One year","Bank transfer (automatic)",43,"100.55","4304.0",0,65,"4499"
"Two year","Bank transfer (automatic)",61,"25.3","1554.9",0,71,"4501"
"One year","Electronic check",49,"71.8","3472.05",0,79,"6193"
"One year","Mailed check",4,"19.7","117.8",0,43,"5018"
"Two year","Electronic check",64,"49.85","3210.35",0,56,"5644"
"Month-to-month","Mailed check",3,"69.6","207.4",0,39,"5487"
"Month-to-month","Electronic check",1,"19.75","19.75",0,27,"3068"
"One year","Electronic check",40,"80.8","3132.75",0,26,"3387"
"One year","Bank transfer (automatic)",34,"64.2","2106.3",0,34,"2225"
"Month-to-month","Electronic check",1,"35.0","35.0",0,54,"4099"
"Two year","Electronic check",45,"19.2","903.7",0,24,"3451"
"One year","Credit card (automatic)",43,"90.65","3882.3",0,27,"2496"
"Two year","Mailed check",41,"20.0","879.8",0,60,"5743"
"Month-to-month","Electronic check",5,"74.65","383.65",0,34,"3319"
"Two year","Credit card (automatic)",72,"61.2","4390.25",0,38,"4085"
"One year","Mailed check",4,"19.95","68.2",0,35,"2195"
"Month-to-month","Mailed check",9,"54.8","452.8",0,73,"2848"
"Two year","Credit card (automatic)",72,"73.45","5329.0",0,29,"5540"
"One year","Mailed check",33,"51.45","1758.9",0,59,"4935"
"Two year","Bank transfer (automatic)",72,"80.45","5737.6",0,62,"4202"
"Month-to-month","Electronic check",15,"85.3","1219.85",0,51,"5559"
"Month-to-month","Electronic check",29,"79.3","2414.55",0,21,"3172"
"Month-to-month","Bank transfer (automatic)",15,"76.5","1155.6",0,76,"3851"
"Two year","Bank transfer (automatic)",72,"25.4","1809.35",0,51,"6141"
"Month-to-month","Electronic check",19,"86.85","1564.4",0,64,"5072"
"Month-to-month","Mailed check",1,"19.65","19.65",0,31,"3192"
"Month-to-month","Electronic check",2,"45.55","84.4",0,70,"4372"
"Month-to-month","Credit card (automatic)",11,"78.1","864.85",0,50,"2333"
"One year","Mailed check",12,"19.3","228.75",0,77,"2868"
"Two year","Electronic check",70,"110.5","7752.05",0,64,"5979"
"Month-to-month","Bank transfer (automatic)",23,"20.3","470.6",0,43,"3630"
"Two year","Credit card (automatic)",49,"81.35","4060.9",0,69,"4537"
"Month-to-month","Electronic check",2,"55.3","108.65",0,67,"4594"
"Two year","Credit card (automatic)",69,"56.55","3952.65",0,28,"4162"
